A1: Ladder,B1: mat_wt_1,C1: mat_wt_2,D1: mat_wt_3,E1: mat_ds_1,F1: mat_ds_2,G1: mat_ds_3,H1: mat_s4_1,A2: mat_s4_2,B2: mat_s4_3,C2: mat_d3_1,D2: mat_d3_2,E2: mat_d3_3,F2: mat_s1_1,G2: mat_s1_2,H2: mat_s1_3,A3: mat_d7_1,B3: mat_d7_2,C3: mat_d7_3,D3: Ladder,E3: pro_wt_1,F3: pro_wt_2,G3: pro_wt_3,H3: pro_ds_1,A4: pro_ds_2,B4: pro_ds_3,C4: pro_s4_1,D4: pro_s4_2,E4: pro_s4_3,F4: pro_d3_1,G4: pro_d3_2,H4: pro_d3_3,A5: pro_s1_1,B5: pro_s1_2,C5: pro_s1_3,D5: pro_d7_1,E5: pro_d7_2,F5: pro_d7_3
29.82378,14.02068,49.61414,32.776,26.37804,27.69336,35.87959,20.46356,16.43674,36.44462,50.50131,27.46872,25.9097,20.28383,24.38822,20.119,12.05021,32.34346,36.49131,24.93387,25.61809,29.28542,18.96728,20.92373,25.77751,13.74571,14.08416,24.61062,40.50811,22.68979,23.53665,21.69191,20.12177,14.75695,22.14684,21.49122,11.21484,22.83027
27.00108,12.90004,48.03636,31.38795,25.04662,25.98407,34.01102,19.23196,15.36387,35.3848,49.85519,26.14083,24.59474,18.89067,22.7562,18.7613,11.34778,31.29598,35.45871,23.84076,24.8731,28.21037,18.21179,19.85798,24.2479,12.77343,13.5309,23.53654,39.13512,21.6829,22.16528,20.47123,18.82771,13.81469,21.09404,20.32695,10.50324,22.42171
24.84488,12.10806,46.59431,29.99958,23.65429,24.51355,32.26676,18.26007,14.46183,34.58739,48.97793,24.93829,23.46016,17.58188,21.64654,17.18431,10.31032,30.59535,34.1069,21.66557,24.22485,27.3652,17.43196,18.78665,22.59768,12.20671,12.99971,22.45859,38.22926,20.90611,21.26155,19.35883,17.62871,13.12313,20.25189,19.17379,9.864111,21.82946
22.74416,11.30132,45.25858,28.71499,22.59088,23.26098,30.80823,17.41133,13.77014,33.69438,47.71248,23.93207,22.84988,16.56673,20.44039,16.17068,9.618139,29.57598,32.56041,19.71457,23.19474,26.53296,16.83144,18.02627,21.26028,11.81392,12.47324,21.48324,37.36273,20.22289,20.40476,18.305,16.65165,12.24479,19.61018,17.90881,9.333972,21.3289
20.58407,10.9714,44.14495,27.34858,21.94764,22.30037,29.64635,17.10149,13.20025,32.76568,46.5449,23.03158,22.04381,15.91056,19.21349,14.84892,9.113985,28.2225,30.79737,17.98613,22.3831,25.70118,16.21363,17.14431,20.30802,11.33621,12.43176,20.70457,36.67258,19.39126,19.60117,17.13589,15.41232,11.36388,19.0526,16.79517,8.689227,20.75564
18.40419,10.67853,42.89226,26.21936,21.33677,21.34942,28.52934,16.86759,12.40023,32.03774,45.76353,22.16464,20.83783,15.18137,18.28157,13.70455,8.489871,27.09678,29.60057,16.51335,21.79011,24.99894,15.73425,16.52948,19.62706,10.74777,12.20659,20.23316,35.45622,18.62867,19.15222,16.16338,14.3227,10.37381,18.32558,15.8191,8.158889,20.02467
16.51181,10.72311,41.85023,25.2813,20.82133,20.66496,27.44112,16.51281,11.56123,30.67779,44.87295,21.07228,19.57943,14.66785,17.90048,13.03099,7.984585,25.85762,29.17854,15.2593,20.94862,24.42347,14.98541,15.98336,19.09472,10.02693,11.85129,19.32326,34.25779,18.10874,18.34401,15.57638,13.47766,9.501517,17.69772,15.08619,7.696782,19.29286
15.02636,10.71599,40.87952,24.7122,20.33902,20.19267,26.18672,15.91839,11.004,29.66922,44.14941,19.87407,18.7397,13.79519,17.24984,12.02968,7.784341,24.99457,28.91147,14.48797,20.29733,23.69209,14.35782,15.47222,18.44841,9.429646,11.45646,18.46127,33.28967,17.78731,17.34294,14.86645,12.68216,8.792169,17.081,14.43152,7.249907,18.46448
13.72983,10.37457,39.54178,24.01083,19.57935,19.4768,25.02903,15.28275,10.34777,29.11544,43.37837,18.54587,18.13564,12.84784,16.20973,11.56299,7.437295,24.30424,28.50034,13.73938,19.52527,23.0814,13.78625,14.90809,17.73316,8.642314,11.43164,17.76744,32.27946,17.39172,16.43405,14.0313,12.10405,8.262179,16.48461,13.598,6.866341,17.51655
13.02596,9.734808,38.37623,23.28989,18.5056,18.77215,23.72251,14.76688,9.593657,28.42051,42.57069,17.91788,17.53427,11.90031,15.46144,11.2504,6.559884,23.6345,27.72284,13.13663,18.91029,22.57218,13.11941,14.39025,16.87925,8.078801,11.36863,17.25161,31.64804,16.67993,15.73652,13.0646,11.64769,7.97646,16.07447,12.87904,6.503056,16.30147
12.15695,9.122935,37.27505,22.66432,17.55166,18.09381,22.65261,14.33855,8.97881,27.72186,41.43064,17.23143,17.0876,11.30369,14.59367,11.40257,6.262232,22.7565,26.64198,12.82436,18.23587,21.78142,12.59026,14.02484,16.16844,7.770286,11.17772,16.62936,31.14865,15.71954,15.30888,12.24907,11.49529,7.605847,15.85995,12.09786,6.422619,15.13908
10.74465,8.80851,36.47712,21.93751,16.82308,17.38109,21.65331,14.07493,8.532969,27.0695,40.78534,16.50784,16.5722,10.96242,13.86146,11.15267,5.268666,21.66548,25.18715,12.60817,18.1298,21.19381,12.13628,13.55222,15.66907,7.42097,11.12169,16.60447,30.96208,15.01182,14.65651,11.60558,11.16103,7.225908,15.76659,11.46887,6.497471,14.23282
9.205476,8.48775,35.70096,21.32865,16.28054,16.31566,20.74685,13.794,8.098786,26.69707,40.03022,16.09543,15.82408,10.70539,13.28664,10.7919,4.184578,21.19948,24.28899,12.41295,18.24221,20.59275,11.62336,12.91394,15.38461,6.943395,11.22289,16.58248,30.05707,14.44257,14.09627,11.20062,10.69383,6.596554,15.59229,10.98842,6.491245,13.40481
8.042148,8.081757,35.03371,20.73528,15.80606,16.01779,19.81968,13.37468,7.471042,25.96528,38.77493,15.46368,15.17708,10.30047,12.81853,10.16246,3.458591,20.59479,23.9392,12.06298,17.99635,19.897,11.20398,12.55991,15.04282,6.645471,11.20744,15.98804,29.24523,14.09614,13.47036,10.9756,9.997437,6.075662,15.21394,10.55674,6.298627,12.64734
7.457538,7.55924,34.61678,19.73183,15.10394,15.55873,18.94107,12.65869,7.310904,25.82046,37.76189,14.52377,14.73835,9.581563,12.10202,9.167892,2.818935,19.98208,23.70433,11.14251,17.71216,19.41288,11.04277,11.87658,14.73376,6.648687,11.10939,15.52314,28.42467,13.82751,12.5764,10.94997,9.287055,5.608096,14.94729,10.34325,6.237913,11.92919
7.151638,7.050284,34.10824,18.8611,14.74032,15.1638,18.33002,11.8629,7.266253,26.08509,37.497,13.89707,14.22647,8.618728,11.41185,8.350677,2.677952,19.45868,23.37638,9.664099,17.00785,19.14599,10.78596,11.30074,14.23151,6.426098,10.9202,14.88334,27.61234,13.45941,12.00677,10.59597,8.661536,5.278942,14.55878,10.04643,6.17192,10.92885
7.304596,6.690083,33.40516,18.30949,14.2598,14.72957,17.86164,11.3092,6.757956,25.78861,37.04849,13.84706,13.65427,7.774514,11.11019,8.336107,2.697494,18.83784,23.05878,9.026364,16.53614,18.92349,10.47444,11.15046,13.7704,6.289607,10.89489,14.29935,26.83155,12.96518,11.70362,10.06675,8.386908,5.10599,14.22142,9.685579,6.094477,10.15748
7.463676,6.300688,32.46257,17.92407,13.66326,14.64534,17.35313,10.86984,6.027209,24.89625,36.36199,13.55289,12.90769,7.344731,10.75313,8.242224,3.32191,17.94683,22.51482,8.874622,16.03452,18.56083,10.21599,10.85512,13.43248,6.155984,10.55898,13.67839,26.14301,12.68627,11.48617,9.403337,8.397291,4.797226,13.64945,9.200693,5.95216,9.419069
6.333189,6.417534,31.49306,17.55355,13.40488,14.25609,16.2407,10.58501,5.643197,24.61104,35.96565,12.98756,12.29894,7.31171,10.34347,7.990508,3.60215,17.19064,21.57082,8.219239,15.63018,18.21544,9.804366,10.48047,13.11898,6.029285,10.25858,13.17529,25.74551,12.38868,10.99936,8.735487,8.357059,4.500695,13.22438,8.809554,5.890551,9.031977
5.234588,6.335388,30.48596,17.35085,13.38457,13.54732,15.37643,10.36901,5.449238,24.37492,35.04346,12.62601,11.94022,7.424795,9.675004,7.81674,3.516226,16.62256,20.87191,7.959901,15.34109,17.92815,9.374155,10.07663,12.77909,5.83084,10.02549,12.89061,25.11486,11.96163,10.63878,7.996797,8.234045,4.208706,12.94785,8.518714,5.750242,8.665925
4.519092,6.026822,29.71508,16.94293,13.55869,12.95847,14.71767,10.23752,5.081759,24.10555,33.81973,12.29484,11.84277,7.463517,9.106381,7.561551,3.493462,15.82834,20.42904,7.423625,15.22385,17.67596,9.087244,9.841924,12.49817,5.726699,9.878104,12.73416,24.65765,11.5012,10.27341,7.46042,8.064561,3.902096,12.351,8.224554,5.392038,8.508187
4.022421,5.459552,29.3365,16.01267,13.45084,12.17367,14.14425,9.914108,4.686561,24.42729,32.92723,11.82737,11.56256,7.330688,8.629288,7.176758,3.479499,14.57242,19.89611,6.806122,15.02512,17.31199,8.945124,9.363336,12.27145,5.62769,9.790519,12.59972,24.20049,11.11135,10.09534,7.172698,7.932562,3.789055,11.78644,8.001884,5.245624,8.401908
3.882659,4.955714,29.25426,15.32919,13.14209,11.2412,13.9147,9.472148,4.794223,24.71754,32.58296,11.04872,11.12165,6.601216,8.294513,6.968462,3.027874,14.07056,19.65841,6.265239,14.8621,17.17785,8.769112,8.994464,11.71486,5.366125,9.599369,12.06886,23.98821,10.74135,9.984414,6.884107,7.598063,3.670464,11.23498,7.710184,5.14688,8.032125
4.095376,5.047979,29.20787,14.73062,12.62927,10.92277,13.71569,9.452206,4.694472,24.462,32.18438,10.90265,10.44158,6.054422,8.326217,6.784544,3.168791,14.09831,19.34676,6.369288,14.5357,17.00205,8.25808,8.681852,11.27681,5.052535,9.28048,11.54434,23.56351,10.43397,9.684812,6.6692,7.615988,3.644086,10.7619,7.225164,5.124942,7.781588
3.972171,5.301919,29.14989,14.29668,12.06882,10.97216,13.57128,8.986668,4.603088,23.81801,31.52281,10.25699,9.602345,5.818974,8.162283,6.162987,3.061792,13.73884,19.1553,6.362343,14.12359,16.38467,7.870682,8.27161,10.84008,4.76462,9.042334,11.0671,23.27517,10.42187,9.113073,6.479324,7.195762,3.439018,10.33746,6.751354,4.97436,7.673767
4.378348,5.320688,28.92952,13.75123,11.39334,11.38988,12.75331,8.84692,4.57098,23.43262,31.17574,9.502239,9.191166,5.694764,8.015756,5.889825,2.823757,13.86495,18.76471,5.999876,13.64097,15.75336,7.487724,7.782048,10.43611,4.687518,8.80619,10.69696,23.01701,9.873981,8.436203,6.369617,6.730394,3.418899,9.76848,6.327868,4.754467,7.697896
4.697941,5.384884,29.06487,13.66279,11.011,11.57721,12.08675,8.569395,4.462318,23.01082,30.52934,8.874851,8.804818,5.484495,7.418371,5.727302,2.561215,13.68497,18.16711,5.695867,13.11842,15.30031,7.252739,7.21618,10.24495,4.773361,8.83631,10.49274,22.61417,9.116743,7.793304,6.137662,6.301705,3.346587,9.432163,6.05362,4.659798,7.695853
5.082316,5.105767,28.49674,13.26468,10.76389,11.81756,11.62392,8.450649,3.940295,22.93956,30.05727,8.546092,8.630583,4.928313,7.073412,5.651719,2.334552,13.73792,17.82947,5.082694,12.94333,14.98347,7.090482,6.811993,10.232,4.742041,8.718017,10.49905,21.93416,8.551025,7.527728,6.057276,6.017944,3.34798,9.238477,5.97295,4.46104,7.711583
5.300119,4.799648,28.09017,12.84457,10.84707,11.45452,11.44657,8.045778,3.439967,22.92558,29.44772,8.6309,8.270083,4.309907,6.669766,5.722272,1.937642,13.24726,17.47511,4.660511,12.69071,14.62856,7.098415,6.602033,9.99678,4.468504,8.491843,10.55716,21.2378,8.12967,7.469052,5.7302,5.816727,3.385309,8.807189,5.951212,4.219982,7.698022
4.949567,4.283216,27.52434,12.60202,10.6326,10.41495,11.24355,8.098886,3.047618,23.09914,28.78041,8.126828,7.842366,3.783901,6.300058,5.465894,1.231801,13.02507,16.84705,4.147825,12.45508,14.4061,7.012803,6.450865,9.549963,4.151091,8.255879,10.24265,20.92882,7.893793,7.326545,5.461239,5.589182,3.365929,8.4126,5.780708,3.839525,7.52045
4.144058,4.108257,27.04328,12.12817,10.6427,9.286554,10.61898,8.572005,3.106183,22.77871,28.38363,8.297578,7.391952,3.545688,6.401521,5.016451,0.9586021,12.72997,16.35046,4.342567,12.23065,14.35583,6.54453,6.308463,9.389045,3.85755,8.00949,9.920199,20.51822,7.720409,6.971731,5.239715,5.554325,3.274477,8.083586,5.537795,3.4542,7.01604
3.331989,4.510647,26.4193,11.87465,10.74619,8.434636,10.45067,8.277411,3.254335,22.6389,27.84734,8.053405,7.208863,3.659856,6.392709,4.240606,0.9329359,12.15965,15.67963,4.473816,12.11929,13.68751,6.261895,6.235106,9.2878,3.675754,7.821576,9.705985,20.22545,7.475904,6.501637,4.918297,5.339565,3.162842,7.999119,5.234954,2.953109,6.808596
3.30365,4.527539,25.91177,11.71352,10.45831,7.530591,10.25808,8.204849,3.400364,22.34758,27.20628,7.829903,7.068229,3.997344,6.213242,4.040857,1.302425,11.69683,15.42272,4.707173,11.89689,13.45123,6.094213,6.129102,9.217669,3.674127,7.68383,9.593001,20.12109,7.118359,6.034039,4.696685,5.280586,3.18257,7.724069,5.037813,2.527627,6.754589
3.034739,4.496649,25.82232,11.59514,10.27432,7.235758,9.476484,7.913867,3.41396,21.8335,26.54071,7.507329,6.570457,4.089901,5.716952,3.88931,1.456192,11.67137,15.23798,4.667299,11.76552,13.32637,6.014104,5.888753,9.097838,3.605392,7.693874,9.199581,19.69727,6.733635,5.55548,4.470111,5.322433,3.129731,7.417448,4.646201,2.378084,6.827057
2.726794,4.239368,25.17929,11.36626,9.879548,7.150789,9.09409,7.845757,3.236708,21.85457,26.39565,7.526553,6.488744,3.718984,5.348364,3.948874,1.496939,11.43006,14.87648,4.295309,11.68619,13.22376,6.043186,5.620525,8.964754,3.471372,7.573939,8.936595,19.16752,6.491407,5.450677,4.254883,5.333127,3.095984,7.406989,4.501622,2.365592,7.03351
2.728098,3.987559,24.57926,11.05844,9.326406,7.258004,8.784085,7.409022,3.076622,21.5587,25.97665,7.630448,6.234692,3.228562,4.99886,4.341619,1.220539,10.88661,14.76519,3.987602,11.49917,12.97511,6.050044,5.535056,8.595539,3.364074,7.185305,8.619438,18.82016,6.382131,5.420607,4.044015,5.165301,3.108643,7.372307,4.379838,2.365726,7.347644
3.510501,3.550675,24.19111,10.73144,8.994308,7.046814,8.505044,7.677686,2.913538,21.07725,25.72789,7.041146,5.892203,3.105619,4.475986,4.490589,1.038813,10.67348,13.97278,3.22364,11.14499,12.82475,5.812222,5.238839,7.973505,3.364222,6.693952,8.373812,18.66136,6.199462,5.34847,3.910278,4.899049,2.953922,7.302437,4.207774,2.29427,7.772912
4.280344,3.297677,23.84698,10.24244,8.827774,6.779767,8.266907,8.152548,3.074155,20.61128,25.4389,6.638561,5.648006,2.824044,4.337479,4.575485,0.8932145,10.32902,13.21348,2.965693,10.88846,12.59523,5.407219,5.003458,7.731534,3.209625,6.375546,8.037006,18.34298,5.994206,5.366633,3.707105,4.578979,2.926676,6.879115,3.948872,2.326706,7.946016
5.064883,3.270174,23.75753,9.674731,8.67209,7.079723,8.24091,8.227153,3.287657,20.48097,24.92998,6.169489,5.581655,2.993822,4.230711,4.258026,1.332851,10.36473,12.23425,3.657703,10.68033,12.1914,5.195853,4.860524,7.725506,2.992838,6.058134,8.007431,18.09509,5.816084,5.373559,3.558175,4.36963,2.868183,6.698072,3.799822,2.161993,7.887489
5.695454,3.267117,23.86573,9.202458,8.409121,6.81341,8.288832,8.167539,3.381141,20.52025,24.14,5.377512,5.550787,3.083287,4.002007,4.308097,1.798927,10.33568,11.8628,4.101658,10.31115,11.88819,5.126811,4.662413,7.741255,2.903817,5.879115,7.936426,17.84158,5.868946,5.115574,3.464484,4.200253,2.983417,6.616596,3.704123,1.980001,7.777779
5.735547,3.054732,23.95114,8.808566,8.300644,6.5495,7.734553,8.018413,3.31674,20.7081,23.12371,4.904396,5.26645,2.94565,3.952933,3.894014,2.104321,10.22357,11.87728,4.587296,10.01929,11.49532,5.009459,4.405675,7.563501,2.567163,5.940913,7.586382,17.31801,5.692907,4.86131,3.286698,3.896728,3.102648,6.367825,3.443595,1.744017,7.533418
5.460148,3.003708,23.8642,8.659074,7.839499,6.360842,7.44759,7.958146,3.234956,20.90555,22.5743,4.824002,5.372788,2.526582,4.089856,3.661195,1.567889,9.601407,12.12692,5.547271,9.853004,11.29738,4.894175,3.99698,7.288684,2.368206,6.063167,7.191402,16.53253,5.801842,4.697625,3.088092,3.660921,3.067979,6.196768,3.164557,1.420231,7.438285
5.422736,2.998509,23.56965,8.380914,7.444792,6.069469,6.886758,7.631859,3.196297,20.53465,22.00596,4.476088,5.112625,2.230234,4.328373,3.212775,0.9750518,8.766385,12.46283,7.103255,9.4983,10.90242,4.810013,3.864888,6.867866,2.277551,6.002735,6.870667,15.99874,5.806006,4.626764,3.000834,3.613729,2.946478,5.980896,2.934139,0.9945675,7.288865
6.456357,3.125549,23.44097,8.067115,7.159591,5.589098,6.517958,7.536889,3.332667,19.92803,21.5058,4.396017,4.505899,2.310041,4.372047,2.906915,0.4952506,8.261187,12.35591,9.331781,9.202538,10.56183,4.620931,3.610069,6.213658,2.221797,5.882,6.586425,15.82532,5.688406,4.484843,2.892798,3.39999,2.788872,5.792237,2.763632,0.6650696,7.267791
8.839246,3.162639,23.30861,8.063346,7.122882,5.21399,6.384731,7.555352,3.761816,19.05483,21.18516,4.829451,4.05687,2.678801,4.206472,2.338914,0.1511435,7.786466,12.19744,13.01005,8.821756,10.18052,4.501624,3.364813,5.671455,1.965153,5.76503,6.277309,15.65709,5.347908,4.38086,2.730429,3.398772,2.753906,5.536717,2.500385,0.5858637,7.24851
12.7321,3.12646,22.69921,7.85504,7.062837,4.99204,6.516644,7.786879,4.164226,18.29458,20.73043,5.088683,3.346098,3.308973,3.869444,2.106051,0.2736311,7.565189,11.41822,18.48862,8.495035,10.02059,4.413056,3.352793,5.562408,1.952502,5.635305,6.052304,15.48605,4.948029,4.262714,2.672418,3.543783,2.716385,5.340409,2.410255,0.6582541,7.21077
19.56647,3.183403,22.41467,7.686512,6.913103,4.761817,6.723414,7.896879,4.219881,17.84674,19.93546,4.693338,3.065957,3.322019,3.684178,2.463361,0.006113133,7.660489,10.9652,27.45984,8.131605,9.610942,4.323881,3.266534,5.438904,2.058903,5.441783,5.764309,15.18927,4.820919,3.838708,2.62449,3.438536,2.707896,5.145816,2.310966,0.6672182,6.844141
29.71619,3.010696,21.93753,7.453026,6.650037,4.764501,6.615176,8.047054,4.171586,17.90115,19.1976,4.343555,3.094387,3.049231,3.574352,2.559324,0.2704303,7.436682,10.12747,40.37082,7.915841,9.277251,3.957335,3.15598,5.463019,2.230257,5.291142,5.813741,14.87711,4.436847,3.519628,2.488139,3.276015,2.84454,4.77673,2.148559,0.5477536,6.397164
45.86317,2.831126,21.11983,7.419141,6.14232,4.491257,6.578478,7.957234,3.957339,17.72092,18.72458,3.804005,3.143074,2.571517,3.396106,3.054039,0.5153435,7.260813,9.540497,60.18684,7.938306,8.921246,3.607499,3.206265,5.468065,2.368649,5.078922,5.67856,14.351,4.268959,3.348551,2.333054,2.848153,2.994937,4.508324,1.921918,0.6062776,6.081368
68.92792,2.771386,20.42718,6.977897,5.768088,4.283485,6.269277,7.487095,4.010576,17.93468,18.38699,3.128422,3.229263,2.424099,3.274598,3.014157,0.539448,7.104126,9.021517,90.55148,7.73409,8.612833,3.339954,3.18359,5.42617,2.384573,4.886887,5.567131,13.69795,3.919008,3.20587,2.194506,2.69615,3.043074,4.327025,1.881801,0.4209016,5.699788
100.6395,2.857667,20.02628,6.787696,5.580084,4.109424,5.6086,7.100493,4.2038,17.6468,18.10434,2.880782,3.14508,2.20483,3.34533,2.866976,0.6506419,6.889246,9.185791,132.0401,7.804376,8.425801,3.137694,3.202285,5.308905,2.006498,4.733882,5.330621,13.14962,3.605899,3.380213,2.04691,2.566975,3.154906,4.174065,1.937031,0.1744127,5.33648
146.7154,2.790705,19.55164,6.784072,5.501294,4.139615,5.098421,7.015348,4.407293,17.21832,17.67073,3.224098,2.939875,2.228201,3.090749,2.610934,0.9172881,6.745182,9.469533,185.0872,7.528764,8.162586,3.170516,3.181118,5.24551,1.610607,4.632858,5.142271,12.80614,3.479196,3.376006,1.866887,2.5228,3.235548,4.13307,1.884924,0.1113334,5.251748
206.6851,2.889295,18.9125,6.919805,5.267694,3.92508,5.071456,7.416889,4.610193,16.41822,17.34785,3.586346,2.587408,2.275067,3.124094,2.153964,1.49667,6.756101,9.536774,253.7351,7.269948,7.976722,3.131526,3.159696,5.30968,1.691949,4.601629,5.052978,12.35674,3.379771,3.432697,1.662472,2.704257,3.129075,4.208286,1.881562,0.1545884,5.32622
281.975,3.160586,18.51381,7.04757,5.142229,4.305419,5.145513,7.674311,4.866549,15.73546,16.91413,3.416572,2.598139,2.027419,3.212312,2.067571,1.392426,6.706682,9.578794,334.8646,6.997124,7.495759,3.065958,3.012125,5.073329,1.8539,4.637465,4.61476,11.60758,3.362684,3.220012,1.5037,2.754442,3.010678,3.989989,1.809194,0.08150546,5.294762
374.4049,3.591339,18.23876,6.861084,4.796379,4.651637,5.075319,7.889022,4.755314,15.53133,16.46297,3.361392,2.844628,1.961197,2.833269,1.964084,1.372949,6.399214,9.280599,426.5683,6.695059,7.359874,2.986975,2.838102,4.844063,2.022489,4.415849,4.398725,11.35106,3.417351,2.947839,1.339213,3.012493,2.96805,3.614741,1.618069,0.02006078,5.08755
478.3857,3.530242,17.56203,6.756598,4.596785,4.471555,5.01589,7.931859,4.884705,15.08215,15.96476,3.230255,2.932761,1.853048,2.405556,2.008843,1.715137,5.85989,8.630078,527.2305,6.633402,7.055202,3.066522,2.967237,4.675923,2.065691,4.163497,4.245764,11.18261,3.300418,2.886727,1.236675,3.031104,3.044738,3.475083,1.409,0.03368813,4.905567
591.8417,3.576264,17.05178,6.459547,4.344141,3.965323,5.054489,7.233216,5.087387,15.11997,15.44567,2.893534,3.13126,1.960723,2.142476,1.835526,2.050673,5.627575,7.991206,631.5579,6.358461,6.791986,3.053731,2.793811,4.58241,2.008635,3.952036,4.324189,10.92312,2.921299,3.027593,1.360861,2.99056,3.177716,3.401756,1.219386,0.1595723,4.570498
708.1716,3.743315,16.56317,6.186303,4.392208,3.584814,4.90958,6.730892,5.289382,14.80045,14.91887,2.487577,3.095044,1.833183,2.27539,1.413473,2.375069,4.968503,7.636758,732.1285,6.133356,6.714069,3.156308,2.517776,4.552552,1.910985,3.72803,4.425434,10.77982,2.612228,3.198865,1.358691,3.058815,3.202013,3.273969,1.04263,0.2610782,4.281442
818.3867,4.067676,16.08668,5.964828,4.381745,3.377011,4.642905,6.671576,5.112236,14.82473,14.7724,2.524794,2.361778,1.661106,2.14379,1.465254,2.759511,4.656104,7.210774,818.299,5.911766,6.609933,3.176571,2.433229,4.620553,1.929243,3.59112,4.59197,10.88151,2.440364,3.241887,1.33136,2.960094,3.215025,3.203892,0.9865853,0.5206177,4.201972
912.53,4.194825,15.61549,5.841122,4.218788,3.281934,4.626773,6.631988,4.436152,14.51766,14.93674,3.026288,1.816295,1.384891,2.518357,1.478282,2.489339,4.865478,7.158114,889.3354,5.757632,6.506351,2.907767,2.336108,4.680496,2.06633,3.401848,4.89484,11.00366,2.262344,2.949968,1.170727,2.850837,3.100832,3.065208,0.8560295,0.571731,4.236139
980.7372,4.226982,15.24221,5.643806,3.94652,3.452722,4.535303,6.521959,4.19026,13.89826,15.0685,3.263578,1.530581,1.23078,2.888838,1.32883,2.52964,5.032298,7.443013,936.8905,5.740238,6.204263,2.478554,2.336982,4.71207,2.213898,3.211757,4.84536,10.75871,2.186243,2.684752,1.036116,2.740151,3.015419,2.665265,0.7411387,0.5337004,4.318377
1019.455,4.125168,14.76919,5.355455,3.597297,3.606868,4.396906,6.562447,3.642266,13.29849,14.61449,3.496643,1.515816,1.159112,2.831843,2.057131,2.29076,5.149944,7.759461,957.493,5.626281,5.982474,2.155135,2.280007,4.63192,2.314754,3.027693,4.632242,10.91216,2.022404,2.292983,0.9036583,2.715527,2.875334,2.505785,0.7798542,0.2735759,4.406097
1023.284,3.856412,14.09264,5.152736,3.299917,3.650804,4.200649,6.856396,3.274525,12.78406,13.85772,3.430904,1.902595,0.8442628,2.599896,2.23716,2.973255,4.748687,7.92659,955.5893,5.503894,5.612972,2.30125,2.620098,4.655714,2.193324,2.95246,3.983613,10.59978,2.104691,2.020254,0.9264215,2.587965,2.887525,2.415659,0.7861495,0.1857384,4.628085
991.2664,3.725064,13.73831,4.803196,3.022368,3.241122,4.257089,6.741146,3.340466,12.45237,12.99686,2.719478,2.220168,0.8190672,2.353813,2.528413,3.664222,4.668171,7.592371,931.0008,5.304485,5.124707,2.242358,2.844331,4.643996,2.061635,3.151914,3.638261,10.11913,2.080423,2.086842,1.061558,2.503985,2.859427,2.320281,0.7384909,0.1401824,4.486369
931.1196,3.540414,13.16628,4.991877,2.886782,2.73914,4.421666,6.164706,3.391805,12.0962,11.93874,1.730188,2.675215,0.8700166,2.406977,2.122144,3.921797,4.274622,6.823061,879.8025,5.045877,4.829445,2.413699,2.731138,4.563987,2.047093,3.239978,3.503529,9.568986,2.12629,2.125637,1.046851,2.517124,3.02936,2.261069,0.7366887,0.4332855,4.328691
846.6626,3.734481,12.60783,5.178816,2.859307,2.120995,4.159655,5.679993,3.531579,11.76428,11.42029,1.206543,2.450688,0.9358048,2.183225,1.995083,4.081258,3.793771,6.13606,812.8995,4.918801,4.7939,2.509944,2.687906,4.477963,2.042759,3.170115,3.609099,9.206285,2.140777,2.125796,1.011407,2.483742,2.954402,2.185478,0.7744612,0.7154397,4.151123
747.4694,3.940683,12.31688,5.31614,3.022599,2.049121,4.124513,5.036993,3.479306,11.68649,10.72504,1.292699,2.094714,0.8760376,2.218876,1.777008,4.146472,3.612652,5.592309,733.7549,4.553605,4.81914,2.424927,2.499264,4.333009,2.05747,2.910554,3.793519,9.156754,1.98001,2.040085,0.8862634,2.488581,2.920419,2.045276,0.7611393,0.870716,4.065505
639.6788,3.982968,12.12493,5.12634,2.82734,1.780288,4.116987,4.74385,3.424908,11.39112,10.48697,1.226643,1.693695,0.879151,2.386936,1.5185,4.103485,3.428018,5.748442,648.9611,4.404178,4.719378,2.199602,2.369522,4.306315,2.161634,2.632486,3.805146,9.094602,1.826711,2.147868,0.7474502,2.484609,2.77368,1.747563,0.7054414,0.7404198,4.183879
531.9305,3.863419,11.70574,4.826416,2.68523,2.057073,3.92806,4.806533,3.109926,10.88686,9.73878,1.171656,1.192817,0.7558331,2.212319,1.546619,3.881346,3.11083,5.632051,563.1461,4.137764,4.526365,2.084224,2.481803,4.332324,2.204565,2.554221,3.650601,9.120424,1.863496,2.321519,0.5630878,2.339225,2.560715,1.546375,0.7203059,0.8115198,4.315639
432.2268,3.737608,11.23139,4.496845,2.343145,2.482775,3.804121,4.897044,2.917077,10.27863,9.210319,1.314782,1.013078,0.5869011,1.835115,1.302045,4.046433,3.019707,5.672895,482.5495,3.907129,4.466868,2.142619,2.499201,4.251407,2.224516,2.455996,3.101736,8.629553,1.890711,2.422308,0.4501032,2.216448,2.423274,1.576159,0.7016783,0.9276764,4.471256
342.5393,3.890459,11.02971,3.92138,2.015511,2.615613,3.638713,4.823373,2.543722,10.25633,9.127873,1.134041,1.03332,0.6323621,1.665834,1.390415,4.214143,2.888034,5.406579,407.2481,3.786935,4.391857,1.939261,2.464447,4.198233,2.435112,2.484608,2.78022,8.168339,1.902159,2.495432,0.4650988,2.092987,2.229668,1.553817,0.938509,0.8490732,4.432106
